"ID","地域","緯度","経度","ジャンル1","サブジャンル1","ジャンル2","サブジャンル2","ジャンル3","サブジャンル3","名称","概略","郵便番号","住所","電話番号","Fax番号","E-mail","開館時間","休館日","料金","備考","リンク"
"989","金沢市","36.536954","136.635598","公園","","","","","","寺地いなほ公園","　","921-8178","金沢市寺地2-69","","","","","","","",""
"990","金沢市","36.534697","136.634661","公園","","","","","","寺地大橋公園","　","921-8164","金沢市久安4-435","","","","","","","",""
"991","金沢市","36.533523","136.637974","公園","","","","","","寺地なかよし公園","　","921-8177","金沢市伏見台2-72　他","","","","","","","トイレ：男女兼用,小便1,和式1,バリアフリー対応便器1",""
"992","金沢市","36.535536","136.643996","公園","","","","","","寺地みんなの広場","　","921-8178","金沢市寺地1-39","","","","","","","トイレ：男女兼用,小便2,和式1",""
"993","金沢市","36.549862","136.654767","公園","","","","","","寺町２丁目小公園"," ","921-8033","金沢市寺町2-36-2","","","","","","","",""
"994","金沢市","36.551224","136.655089","公園","","","","","","寺町３丁目緑地","","921-8033","金沢市寺町3-208ほか","","","","","","","",""
"995","金沢市","36.552228","136.651264","公園","","","","","","寺町５丁目小緑地","　","921-8033","金沢市寺町5-708","","","","","","","",""
"996","金沢市","36.554741","136.651951","公園","","","","","","寺町５丁目緑地","　","921-8033","金沢市寺町5丁目ほか","","","","","","","",""
"997","金沢市","36.553109","136.652783","公園","","","","","","寺町鐘声園","　","921-8033","金沢市寺町5-397","","","","","","","トイレ：男子,小便1,男女兼用,和式1",""
"998","金沢市","36.550729","136.652584","公園","","","","","","寺町台児童公園","　","921-8033","金沢市寺町4-230他","","","","","","","",""
"999","金沢市","36.560928","136.67141","公園","","","","","","天神町児童公園","　","920-0925","金沢市天神町2-190","","","","","","","",""
"1000","金沢市","36.559911","136.674256","公園","","","","","","天神町緑地","　","920-0925","金沢市天神町2-617","","","","","","","トイレ：男子,小便2,和式1,女子,和式2",""
"1001","金沢市","36.579192","136.618003","公園","","","","","","戸板小緑道","　","920-8204","金沢市戸板土地区画整理地","","","","","","","",""
"1002","金沢市","36.581484","136.625519","公園","","","","","","戸板東公園","　","920-8204","金沢市戸板４丁目１９","","","","","","","",""
"1003","金沢市","36.642817","136.716898","公園","","","","","","利屋町児童公園","　","920-0101","金沢市利屋町ち55-1","","","","","","","",""
"1004","金沢市","36.642344","136.722284","公園","","","","","","利屋町のぞみ公園","　","920-0101","金沢市利屋町ム40-128","","","","","","","",""
"1005","金沢市","36.641074","136.721758","公園","","","","","","利屋町ひかり公園","　","920-0101","金沢市利屋町ム40-134","","","","","","","",""
"1006","金沢市","36.641281","136.719854","公園","","","","","","利屋町もくれん公園","　","920-0101","金沢市利屋町ム27-26","","","","","","","",""
"1007","金沢市","36.566847","136.673616","公園","","","","","","常盤町緑地","緑豊かな卯辰山と緩やかな流れを見せる浅野川に面した緑地です。浅野川の流れを背に木漏れ陽を浴びながら竹林を通り抜けていくと休憩空間があり、そこからは石川門をはじめ金沢市内を望むことができます。さらに足を進めていくと、多目的な芝生広場が一面に広がります。","920-0835","金沢市東御影町163-1","","","","","","","トイレ：男子,小便1,洋式1,女子,洋式1",""
"1008","金沢市","36.608249","136.623792","公園","","","","","","戸水公園","　","920-0211","金沢市湊4-62","","","","","","","",""
"1009","金沢市","36.603388","136.620517","公園","","","","","","戸水船のひろば公園","　","920-8204","金沢市戸水1-400","","","","","","","トイレ：男子,小便1,和式1,女子,和式1",""
"1010","金沢市","36.604758","136.623843","公園","","","","","","戸水町あけぼの公園","　","920-8204","金沢市戸水1-198","","","","","","","",""
"1011","金沢市","36.565302","136.645113","公園","","","","","","富本町緑地","　","920-0866","金沢市中央通町512","","","","","","","",""
"1012","金沢市","36.607784","136.639259","公園","","","","","","問屋児童公園","　","920-0061","金沢市問屋町2-117-1","","","","","","","トイレ：男女兼用,小便1,和式1,バリアフリー対応便器1",""
"1013","金沢市","36.598889","136.643156","公園","","","","","","問屋住宅団地公園","　","920-0014","金沢市諸江町中丁528","","","","","","","",""
"1014","金沢市","36.607837","136.637945","公園","","","","","","問屋町３丁目公園","　","920-0061","金沢市問屋町3-34","","","","","","","",""
"1015","金沢市","36.605977","136.638046","公園","","","","","","問屋町緑地","　","920-0061","金沢市問屋町1-61","","","","","","","",""
"1016","金沢市","36.50814","136.621385","公園","","","","","","どんぐり公園","　","921-8132","金沢市しじま台2-8-5","","","","","","","",""
"1017","金沢市","36.615574","136.633976","公園","","","","","","直江北公園","　","920-8218","金沢市直江北1-176","","","","","","","",""
"1018","金沢市","36.615947","136.635265","公園","","","","","","直江北緑道","　","920-8218","金沢市直江北1丁目地内","","","","","","","",""
"1019","金沢市","36.538842","136.660786","公園","","","","","","長坂１号緑道","　","921-8112","金沢市長坂1-1494","","","","","","","",""
"1020","金沢市","36.532381","136.652552","公園","","","","","","長坂台児童公園","　","921-8115","金沢市長坂台136","","","","","","","",""
"1021","金沢市","36.538532","136.660792","公園","","","","","","長坂ふれあい公園","　","921-8112","金沢市長坂1-1493","","","","","","","",""
"1022","金沢市","36.535054","136.656221","公園","","","","","","長坂みはらし公園","","921-8112","金沢市長坂3-1521","","","","","","","トイレ：男女兼用,小便1,和式1,バリアフリー対応便器1",""
"1023","金沢市","36.5026204","136.614129","公園","","","","","","中四十万児童公園","","921-8133","金沢市四十万町リ部407","","","","","","","",""
"1024","金沢市","36.550474","136.69154","公園","","","","","","中瀬栃の木公園","　","920-1166","金沢市上若松町1000","","","","","","","トイレ：男子,小便1,男女兼用,洋式1",""
"1025","金沢市","36.57481","136.640021","公園","","","","","","長田２丁目ひまわり公園","　","920-0043","金沢市長田2-9","","","","","","","",""
"1026","金沢市","36.577539","136.641127","公園","","","","","","長田町公園","　","920-0042","金沢市長田町502","","","","","","","",""
"1027","金沢市","36.567299","136.64084","公園","","","","","","長土塀３丁目小公園","　","920-0867","金沢市長土塀3-154-2","","","","","","","",""
"1028","金沢市","36.568131","136.644017","公園","","","","","","長土塀児童公園","　","920-0867","金沢市長土塀2-292","","","","","","","",""
"1029","金沢市","36.566265","136.642057","公園","","","","","","長土塀緑地"," ","920-0867","金沢市長土塀3-556","","","","","","","",""
"1030","金沢市","36.565043","136.646474","公園","","","","","","長町２丁目緑地","　","920-0865","金沢市長町2-423－1","","","","","","","",""
"1031","金沢市","36.563763","136.649355","公園","","","","","","長町やすらぎ緑地","　","920-0865","金沢市長町2-83-3","","","","","","","",""
"1032","金沢市","36.562811","136.650004","公園","","","","","","長町緑地","　","920-0865","金沢市長町2-2-43","","","","","","","トイレ：男子,小便3,和式1,洋式1,女子,和式2,洋式1",""
"1033","金沢市","36.561234","136.644104","公園","","","","","","中村町児童公園","　","921-8022","金沢市中村町281","","","","","","","",""
"1034","金沢市","36.552138","136.585674","公園","","","","","","中屋南公園","　","920-0379","金沢市中屋南501","","","","","","","",""
"1035","金沢市","36.549156","136.659343","公園","","","","","","長良坂緑地","　","921-8032","金沢市清川町5-1","","","","","","","",""
"1036","金沢市","36.580208","136.678154","公園","","","","","","鳴和憩いの広場","　","920-0814","金沢市鳴和町タ175","","","","","","","",""
"1037","金沢市","36.575801","136.678129","公園","","","","","","鳴和御所緑地","　","920-0815","金沢市鳴和台431","","","","","","","",""
"1038","金沢市","36.585506","136.672218","公園","","","","","","鳴和児童公園","　","920-0804","金沢市鳴和1-43","","","","","","","",""
"1039","金沢市","36.580854","136.679084","公園","","","","","","鳴和台桜丘公園","　","920-0815","金沢市鳴和台20","","","","","","","トイレ：男女兼用,小便1,和式1",""
"1040","金沢市","36.577093","136.67991","公園","","","","","","鳴和台市民公園","　","920-0815","金沢市鳴和台285","","","","","","","トイレ：男女兼用,小便1,和式1,バリアフリー対応便器1",""
"1041","金沢市","36.583641","136.676936","公園","","","","","","鳴和町こみや小公園","　","920-0814","金沢市鳴和町タ246","","","","","","","",""
"1042","金沢市","36.583385","136.677448","公園","","","","","","鳴和町小公園","　","920-0814","金沢市鳴和町タ238","","","","","","","",""
"1043","金沢市","36.588284","136.67269","公園","","","","","","鳴和町なごみ小公園","　","920-0814","金沢市鳴和町1-46","","","","","","","",""
"1044","金沢市","36.548794","136.633219","公園","","","","","","西泉２丁目小公園","　","921-8043","金沢市西泉2-155-3","","","","","","","",""
"1045","金沢市","36.553478","136.629109","公園","","","","","","西泉６丁目児童公園","　","921-8043","金沢市西泉6-123-2","","","","","","","",""
"1046","金沢市","36.555783","136.631448","公園","","","","","","西泉６丁目小公園","　","921-8043","金沢市西泉6-10-3","","","","","","","",""
"1047","金沢市","36.540174","136.67093","公園","","","","","","西大桑町児童公園","　","921-8102","金沢市西大桑町715･716","","","","","","","",""
"1048","金沢市","36.550716","136.621208","公園","","","","","","西金沢１丁目小公園","　","921-8054","金沢市西金沢1-145－47","","","","","","","",""
"1049","金沢市","36.550295","136.621387","公園","","","","","","西金沢１丁目小緑地","　","921-8054","金沢市西金沢1-145－46","","","","","","","",""
"1050","金沢市","36.55262","136.621374","公園","","","","","","西金沢１丁目緑地","","921-8054","金沢市西金沢1-1","","","","","","","",""
"1051","金沢市","36.552702","136.619652","公園","","","","","","西金沢２丁目小公園","","921-8054","金沢市西金沢2-178-12","","","","","","","",""
"1052","金沢市","36.552606","136.619838","公園","","","","","","西金沢２丁目小緑地","　","921-8054","金沢市西金沢2-178-22","","","","","","","",""
"1053","金沢市","36.552353","136.612587","公園","","","","","","西金沢３丁目小公園","　","921-8054","金沢市西金沢3-79","","","","","","","",""
"1054","金沢市","36.554077","136.615484","公園","","","","","","西金児童公園","　","921-8055","金沢市西金沢新町256","","","","","","","",""
"1055","金沢市","36.557375","136.647634","公園","","","","","","西茶屋小緑地","　","921-8031","金沢市野町2-859","","","","","","","",""
"1056","金沢市","36.556481","136.646973","公園","","","","","","西茶屋やすらぎ緑地","　","921-8031","金沢市野町2-738","","","","","","","",""
"1057","金沢市","36.510675","136.618075","公園","","","","","","額乙丸児童公園","　","921-8146","金沢市額乙丸町ハ151","","","","","","","",""
"1058","金沢市","36.511464","136.617259","公園","","","","","","額乙丸台児童公園","　","921-8146","金沢市額乙丸町ニ230","","","","","","","",""
"1059","金沢市","36.513564","136.615886","公園","","","","","","額新保３丁目小緑道","　","921-8148","金沢市額新保3-307","","","","","","","",""
"1060","金沢市","36.521104","136.615516","公園","","","","","","額新保北公園","　","921-8148","金沢市額新保1-385","","","","","","","",""
"1061","金沢市","36.519259","136.618745","公園","","","","","","額新保団地児童公園","　","921-8148","金沢市額新保1-277","","","","","","","",""
"1062","金沢市","36.516259","136.616305","公園","","","","","","額新保中央公園","　","921-8148","金沢市額新保2-350","","","","","","","トイレ：男子,小便1,和式1,女子,和式1",""
"1063","金沢市","36.520421","136.621956","公園","","","","","","額新町１丁目緑地","　","921-8149","金沢市額新町1-183","","","","","","","",""
"1064","金沢市","36.517","136.621535","公園","","","","","","額新町２丁目公園","　","921-8149","金沢市額新町2-78-2","","","","","","","",""
"1065","金沢市","36.516336","136.619899","公園","","","","","","額新町２丁目緑地","　","921-8149","金沢市額新町2-49","","","","","","","",""
"1066","金沢市","36.518419","136.621771","公園","","","","","","額新町第１児童公園","　","921-8149","金沢市額新町2-83","","","","","","","",""
"1067","金沢市","36.519151","136.623788","公園","","","","","","額新町第２公園","　","921-8149","金沢市額新町1-217","","","","","","","",""
"1068","金沢市","36.517453","136.620489","公園","","","","","","額新町第３児童公園","　","921-8149","金沢市額新町2-77-1","","","","","","","",""
"1069","金沢市","36.51193","136.625397","公園","","","","","","額せせらぎ公園","　","921-8147","金沢市大額3-237","","","","","","","トイレ：男女兼用,小便1,和式1,バリアフリー対応便器1",""
"1070","金沢市","36.508619","136.626127","公園","","","","","","額谷第１児童公園","　","921-8145","金沢市額谷2-49","","","","","","","",""
"1071","金沢市","36.509079","136.629558","公園","","","","","","額谷ふれあい公園","隣接する老人福祉センターや、ふれあい体育館、社会保険センターに集まる幅広い年齢層を対象に、緑あふれる公園を拠点とした「ふれあい」をテーマに計画・整備されました。
　公園内のりんご園は、市民サポーターの手で管理されており、収穫したりんごは福祉施設などに配布しています。","921-8144","金沢市額谷町ヌ16他","","","","","","","トイレ：男子,小便6,和式2,女子,和式3,洋式2,小児用小便1,バリアフリー対応便器1",""
"1072","金沢市","36.55178","136.647","公園","","","","","","野町もも公園","　","921-8031","金沢市野町3-537","","","","","","","",""
"1073","金沢市","36.618567","136.68403","公園","","","","","","箔団地児童公園","　","920-3122","金沢市福久町ロ100","","","","","","","",""
"1074","金沢市","36.57164","136.664481","公園","","","","","","橋場町緑地","　","920-0911","金沢市橋場町126","","","","","","","",""
"1075","金沢市","36.540372","136.679127","公園","","","","","","花里町第１緑地","　","920-0951","金沢市花里町40-1","","","","","","","",""
"1076","金沢市","36.539321","136.680672","公園","","","","","","花里町第２緑地","　","920-0951","金沢市花里町81","","","","","","","",""
"1077","金沢市","36.636718","136.709667","公園","","","","","","花園児童公園","　","920-0107","金沢市二日市町ニ6","","","","","","","",""
"1078","金沢市","36.632435","136.712472","公園","","","","","","花園八幡公園","　","920-0103","金沢市花園八幡町ロ20-41","","","","","","","",""
"1079","金沢市","36.576826","136.664441","公園","","","","","","馬場児童公園","　","920-0831","金沢市東山3-1185","","","","","","","",""
"1080","金沢市","36.60484","136.672432","公園","","","","","","東インター公園","　","920-0003","金沢市疋田3-65","","","","","","","トイレ：男女兼用,小便1,和式1",""
"1081","金沢市","36.6372","136.662186","公園","","","","","","東蚊爪町１丁目緑地","　","920-0209","金沢市東蚊瓜町1-35","","","","","","","",""
"1082","金沢市","36.636171","136.655897","公園","","","","","","東蚊爪町小公園","　","920-0209","金沢市東蚊爪町ラ37-2","","","","","","","",""
"1083","金沢市","36.625788","136.647826","公園","","","","","","東蚊爪町ふれあい公園","　　","920-0209","金沢市東蚊爪町31-7","","","","","","","",""
"1084","金沢市","36.5901","136.669047","公園","","","","","","東金沢駅前小公園","　","920-0811","金沢市小坂町イ160-12","","","","","","","",""
"1085","金沢市","36.592368","136.669471","公園","","","","","","東金沢ガーデンシティ公園","　","920-0005","金沢市高柳町十三字1-14","","","","","","","",""
"1086","金沢市","36.568916","136.672738","公園","","","","","","東御影町小公園","　","920-0835","金沢市東御影町32-3","","","","","","","",""
"1087","金沢市","36.56921","136.671366","公園","","","","","","東御影町小緑地","　","920-0835","金沢市東御影町42-3","","","","","","","",""
"1088","金沢市","36.572914","136.667431","公園","","","","","","東山１丁目小公園","　","920-0831","金沢市東山1-397","","","","","","","トイレ：男子,小便2,洋式1,女子,和式1,洋式1,バリアフリー対応便器1",""
"1089","金沢市","36.575056","136.670088","公園","","","","","","東山２丁目緑地","　","920-0831","金沢市東山2-790ほか","","","","","","","",""
"1090","金沢市","36.57543","136.665325","公園","","","","","","東山３丁目小公園","","920-0831","金沢市東山3-334-3","","","","","","","",""
"1091","金沢市","36.571917","136.665532","公園","","","","","","東山河岸緑地","　","920-0831","金沢市東山1-10","","","","","","","トイレ：男女兼用,小便1,和式1",""
"1092","金沢市","36.573881","136.6668","公園","","","","","","東山木町緑地","　","920-0831","金沢市東山1-202","","","","","","","",""
"1093","金沢市","36.520811","136.625708","公園","","","","","","光が丘１丁目児童公園","　","921-8142","金沢市光が丘1-67","","","","","","","",""
"1094","金沢市","36.517617","136.626046","公園","","","","","","光が丘１丁目街角緑地","　","921-8142","金沢市光が丘1-154","","","","","","","",""
"1095","金沢市","36.520085","136.625236","公園","","","","","","光が丘１丁目緑地","　","921-8142","金沢市光が丘1-71","","","","","","","",""
"1096","金沢市","36.514474","136.630086","公園","","","","","","光が丘２丁目児童公園","　","921-8142","金沢市光が丘2-266","","","","","","","",""
"1097","金沢市","36.516136","136.626872","公園","","","","","","光が丘２丁目緑地","　","921-8142","金沢市光が丘2-63","","","","","","","",""
"1098","金沢市","36.513103","136.627302","公園","","","","","","光が丘３丁目児童公園","　","921-8142","金沢市光が丘3-19","","","","","","","",""
"1099","金沢市","36.516259","136.627951","公園","","","","","","光が丘中央公園","　","921-8142","金沢市光が丘2-105","","","","","","","",""
"1100","金沢市","36.602041","136.673098","公園","","","","","","疋田中央公園","　","920-0003","金沢市疋田1-187","","","","","","","",""
"1101","金沢市","36.601757","136.675206","公園","","","","","","疋田町新生公園","　","920-0003","金沢市疋田2-140","","","","","","","",""
"1102","金沢市","36.572695","136.661446","公園","","","","","","彦三緑地","六代加賀藩主 前田吉徳(よしのり)から藩士 遠田自省(よりみ)（勘右衛門）が拝領したといわれるツツジ（遠田のつつじ）が残る日本庭園風の緑地です。遠田のつつじをはじめとするツツジ園のほか、ボタン園、休憩所等があります。平成17年度の拡張整備では、土蔵を改修したツツジ資料館を新設し、ツツジも7種約540本から72品種約1400本と追加されました。","920-0901","金沢市彦三町1-294-1","","","","","","","トイレ：男女兼用,小便1,和式1,洋式1",""
"1103","金沢市","36.530329","136.633412","公園","","","","","","久安１丁目小公園","　","921-8164","金沢市久安1-85-6","","","","","","","",""
"1104","金沢市","36.536757","136.634612","公園","","","","","","久安４丁目小公園","　","921-8164","金沢市久安4-277-2","","","","","","","",""
"1105","金沢市","36.537405","136.630857","公園","","","","","","久安さんじょわり公園","　","921-8164","金沢市久安3-450","","","","","","","トイレ：男子,小便1,和式1,女子,和式1",""
"1106","金沢市","36.533309","136.6307","公園","","","","","","久安殿屋敷公園","　","921-8164","金沢市久安2-281","","","","","","","",""
"1107","金沢市","36.532741","136.632311","公園","","","","","","久安伏見公園","　","921-8164","金沢市久安1-489","","","","","","","",""
"1108","金沢市","36.575653","136.657391","公園","","","","","","ひょうたん児童公園","　","920-0901","金沢市彦三町2-290","","","","","","","",""
"1109","金沢市","36.576688","136.646321","公園","","","","","","日吉町小緑地","　","920-0032","金沢市広岡町1-1114","","","","","","","",""
"1110","金沢市","36.609722","136.600221","公園","","","","","","日和山緑地","　","920-0338","金沢市金石北4-14ほか","","","","","","","",""
"1111","金沢市","36.57671","136.646253","公園","","","","","","広岡町小緑地","　","920-0032","金沢市広岡町ｲ之部68","","","","","","","",""
"1112","金沢市","36.560329","136.656583","公園","","","","","","広坂１丁目三角緑地","　","920-0962","金沢市広坂1-3-17","","","","","","","",""
"1113","金沢市","36.619446","136.681981","公園","","","","","","福久かねと公園","　","920-3126","金沢市福久2-131","","","","","","","",""
"1114","金沢市","36.61729","136.679441","公園","","","","","","福久中央公園","　","920-3122","金沢市福久町東部区画整理3街区","","","","","","","",""
"1115","金沢市","36.614834","136.681771","公園","","","","","","福久馬道公園","　","920-3123","金沢市福久東1-19","","","","","","","",""
"1116","金沢市","36.611356","136.678995","公園","","","","","","福久南ほたる公園","　","920-3122","金沢市福久町ヘ47-1","","","","","","","トイレ：男子,小便1、和式1,バリアフリー対応便器1",""
"1117","金沢市","36.614203","136.678626","公園","","","","","","福久わんぱく公園","　","920-3122","金沢市福久町ヲ115","","","","","","","",""
"1118","金沢市","36.562891","136.582137","公園","","","","","","福増あじさい公園","　","920-0376","金沢市福増町南1309","","","","","","","",""
"1119","金沢市","36.567957","136.579854","公園","","","","","","福増北中央公園","　","920-0376","金沢市福増町北1455","","","","","","","",""
"1120","金沢市","36.567944","136.582671","公園","","","","","","福増町北小公園","　","920-0376","金沢市福増町北944","","","","","","","",""
"1121","金沢市","36.569034","136.577977","公園","","","","","","福増町北ほのぼの公園","　","920-0376","金沢市福増町北1454","","","","","","","",""
"1122","金沢市","36.562596","136.580905","公園","","","","","","福増町小緑道","　","920-0854","金沢市安原中央土地区画整理事業地49街区1番2","","","","","","","",""
"1123","金沢市","36.565795","136.578724","公園","","","","","","福増町緑地","　","920-0376","金沢市福増町北1456","","","","","","","",""
"1124","金沢市","36.567526","136.580482","公園","","","","","","福増町緑道","　","920-0376","金沢市福増町北1527","","","","","","","",""
"1125","金沢市","36.562391","136.577105","公園","","","","","","福増南児童公園","　","920-0376","金沢市福増町南1-3","","","","","","","",""
"1126","金沢市","36.561124","136.581053","公園","","","","","","福増ゆめ公園","　","920-0376","金沢市福増町南1310","","","","","","","",""
"1127","金沢市","36.5724","136.656071","公園","","","","","","袋町小緑地","　","920-0909","金沢市金沢市袋町525（214）","","","","","","","",""
"1128","金沢市","36.589791","136.619105","公園","","","","","","藤江北団子橋公園","　","920-0345","金沢市藤江北3-338","","","","","","","",""
"1129","金沢市","36.589638","136.622192","公園","","","","","","藤江北中央公園","　","920-0345","金沢市藤江北2-330","","","","","","","トイレ：男子,小便2,和式1,女子,和式2,バリアフリー対応便器1",""
"1130","金沢市","36.592007","136.62061","公園","","","","","","藤江北やすらぎ公園","　","920-0345","金沢市藤江北4-446","","","","","","","",""
"1131","金沢市","36.583776","136.62297","公園","","","","","","藤江南１丁目ふれあい公園","　","920-0346","金沢市藤江南1-79","","","","","","","",""
"1132","金沢市","36.563134","136.618263","公園","","","","","","伏見川中央公園","　","921-8016","金沢市東力町ハ273","","","","","","","",""
"1133","金沢市","36.553224","136.626738","公園","","","","","","伏見児童公園","　","921-8044","金沢市米泉町9-125","","","","","","","",""
"1134","金沢市","36.577652","136.635269","公園","","","","","","二口町小緑地","　","920-0051","金沢市二口町ハ22-1","","","","","","","",""
"1135","金沢市","36.587815","136.629994","公園","","","","","","二ッ屋町さくら公園","　","920-0065","金沢市二ツ屋町410","","","","","","","",""
"1136","金沢市","36.592388","136.640058","公園","","","","","","双葉町公園","　","920-0027","金沢市駅西新町1-3008","","","","","","","",""
"1137","金沢市","36.608139","136.712269","公園","","","","","","不動寺町北小公園","　","920-0173","金沢市不動寺町ニ112-16","","","","","","","",""
"1138","金沢市","36.603987","136.720009","公園","","","","","","不動寺町東小公園","　","920-0173","金沢市不動寺町ル1-2","","","","","","","",""
"1139","金沢市","36.541157","136.665308","公園","","","","","","平和町公園","　","921-8105","金沢市平和町2-164","","","","","","","トイレ：男女兼用,小便2,和式1,バリアフリー対応便器1",""
"1140","金沢市","36.538941","136.662197","公園","","","","","","平和町第１児童公園","　　","921-8105","金沢市平和町3-419","","","","","","","",""
"1141","金沢市","36.604405","136.681842","公園","","","","","","法光寺ふれあい公園","　","920-3132","金沢市法光寺町124-4","","","","","","","",""
"1142","金沢市","36.600994","136.707462","公園","","","","","","北陽台３丁目緑地","　","920-0177","金沢市北陽台3-21","","","","","","","",""
"1143","金沢市","36.599948","136.713513","公園","","","","","","北陽台みはらし公園","　","920-0177","金沢市北陽台2-67","","","","","","","",""
"1144","金沢市","36.558241","136.621367","公園","","","","","","保古東公園","　","921-8052","金沢市保古1-120","","","","","","","",""
"1145","金沢市","36.5809699","136.6507965","公園","","","","","","堀川新町公園","","920-0849","金沢市堀川新町70","","","","","","","",""
"1146","金沢市","36.559153","136.660738","公園","","","","","","本多公園","　　","920-0964","金沢市本多町3-51-1","","","","","","","",""
"1147","金沢市","36.555348","136.665421","公園","","","","","","本多町児童公園","　","920-0964","金沢市本多町1-43","","","","","","","",""
"1149","金沢市","36.523372","136.62235","公園","","","","","","馬替児童公園","　","921-8141","金沢市馬替2-39-1","","","","","","","トイレ：男女兼用,小便1,和式1",""
"1150","金沢市","36.565004","136.619196","公園","","","","","","間明第１児童公園","　","921-8005","金沢市間明町2-228","","","","","","","",""
"1151","金沢市","36.567434","136.615323","公園","","","","","","間明第２児童公園","　","921-8005","金沢市間明町1-64","","","","","","","",""
"1152","金沢市","36.557578","136.646562","公園","","","","","","増泉１丁目緑地","　","921-8025","金沢市増泉1-6","","","","","","","",""
"1153","金沢市","36.556826","136.633337","公園","","","","","","増泉５丁目小公園","　","921-8025","金沢市増泉5-47-9","","","","","","","",""
"1154","金沢市","36.560334","136.64134","公園","","","","","","増泉児童公園","　","921-8025","金沢市増泉2-272","","","","","","","",""
"1155","金沢市","36.555094","136.637092","公園","","","","","","増泉第３児童公園","　","921-8025","金沢市増泉3-392","","","","","","","",""
"1156","金沢市","36.567856","136.668154","公園","","","","","","又五郎町やすらぎ緑地","　","920-0921","金沢市材木町336","","","","","","","",""
"1157","金沢市","36.569488","136.6529","公園","","","","","","松ヶ枝緑地","　","920-0864","金沢市高岡町237-2","","","","","","","",""
"1158","金沢市","36.569923","136.65379","公園","","","","","","松ヶ枝緑地取付小緑道","　","920-0864","金沢市高岡町264","","","","","","","",""
"1159","金沢市","36.564211","136.602094","公園","","","","","","松島町中央公園","　","920-0364","金沢市松島2-165","","","","","","","トイレ：男子,小便1,和式1,女子,和式1",""
"1160","金沢市","36.566676","136.601536","公園","","","","","","松島町西公園","　","920-0364","金沢市松島3-179","","","","","","","トイレ：男女兼用,小便1,和式1",""
"1161","金沢市","36.602376","136.651763","公園","","","","","","松寺中央公園","　","920-0011","金沢市松寺町子83-1","","","","","","","",""
"1162","金沢市","36.587759","136.606268","公園","","","","","","松村６丁目児童公園","　","920-0348","金沢市松村6-142-1","","","","","","","",""
"1163","金沢市","36.584647","136.607757","公園","","","","","","松村７丁目児童公園","　","920-0348","金沢市松村7-99","","","","","","","",""
"1164","金沢市","36.586488","136.609154","公園","","","","","","松村７丁目小公園","","920-0348","金沢市松村7-30-6","","","","","","","",""
"1165","金沢市","36.5858546","136.6062219","公園","","","","","","松村７丁目西小公園","","920-0348","金沢市松村7-84-6","","","","","","","",""
"1166","金沢市","36.582215","136.61579","公園","","","","","","松村あおぞら公園","　","920-0348","金沢市松村3-550","","","","","","","トイレ：便器数6,バリアフリー対応便器1",""
"1167","金沢市","36.583508","136.612718","公園","","","","","","松村五反田公園","　","920-0348","金沢市松村4-638","","","","","","","",""
"1168","金沢市","36.588198","136.614561","公園","","","","","","松村第１公園","　","920-0348","金沢市松村1-271","","","","","","","",""
"1169","金沢市","36.585674","136.614202","公園","","","","","","松村第２公園","　","920-0348","金沢市松村2-29","","","","","","","トイレ：男子,小便1,和式1,女子,和式1",""
"1170","金沢市","36.584563","136.616519","公園","","","","","","松村第３公園","　","920-0348","金沢市松村2-157","","","","","","","",""
"1171","金沢市","36.586581","136.6176","公園","","","","","","松村第４公園","　","920-0348","金沢市松村2-423-11","","","","","","","",""
"1172","金沢市","36.58614","136.610534","公園","","","","","","松村なかよし公園","　","920-0348","金沢市松村4-637","","","","","","","",""
"1173","金沢市","36.590283","136.61587","公園","","","","","","松村町小公園","　","920-0347","金沢市松村町ヌ42－9","","","","","","","",""
"1174","金沢市","36.585709","136.606386","公園","","","","","","松村南緑地","　","920-0348","金沢市金沢市松村7-242・243","","","","","","","",""
"1175","金沢市","36.522251","136.636475","公園","","","","","","的場公園","　","921-8155","金沢市高尾台1-354","","","","","","","",""
"1176","金沢市","36.572845","136.632771","公園","","","","","","大豆田公園","　","921-8047","金沢市大豆田本町甲535","","","","","","","トイレ：男子,小便1,和式1,女子,和式1",""
"1177","金沢市","36.593143","136.673795","公園","","","","","","みいけ公園","　","920-0802","金沢市三池町111","","","","","","","",""
"1178","金沢市","36.599711","136.670625","公園","","","","","","三池新町北公園","　","920-0808","金沢市三池新町255","","","","","","","",""
"1179","金沢市","36.599788","136.668028","公園","","","","","","三池新町西公園","　","920-0808","金沢市三池新町32","","","","","","","",""
"1180","金沢市","36.599272","136.671928","公園","","","","","","三池新町東公園","　","920-0808","金沢市三池新町26","","","","","","","",""
"1181","金沢市","36.59919","136.669214","公園","","","","","","三池新町南公園","　","920-0808","金沢市三池新町251","","","","","","","",""
"1182","金沢市","36.597355","136.668913","公園","","","","","","三池はすの里公園","　","920-0809","金沢市三池栄町346","","","","","","","",""
"1183","金沢市","36.596278","136.672883","公園","","","","","","三池はすのみ公園","　","920-0809","金沢市三池栄町201","","","","","","","",""
"1184","金沢市","36.594715","136.672921","公園","","","","","","三池ひよし児童公園","　","920-0802","金沢市三池町1-1","","","","","","","",""
"1185","金沢市","36.563824","136.642","公園","","","","","","御影児童公園","　","921-8021","金沢市御影町148","","","","","","","",""
"1186","金沢市","36.563505","136.638122","公園","","","","","","御影町小公園","　","921-8021","金沢市御影町292-26","","","","","","","",""
